"predicted_probability","predictions_point_5","predictions_point_7"
0.189819635638622,0,0
0.669492221126511,1,0
0.190002536564133,0,0
0.90703514036584,1,1
0.121172468902529,0,0
0.65425284275191,1,0
0.255116608344443,0,0
0.258578794362765,0,0
0.270295765292455,0,0
0.977275389152676,1,1
0.0578784925850333,0,0
0.921446484002183,1,1
0.962961305629254,1,1
0.581061232948496,1,0
0.154147462276174,0,0
0.959555247828373,1,1
0.0797129231289408,0,0
0.0271623069539953,0,0
0.567993605376232,1,0
0.991111087355682,1,1
0.0494145254188811,0,0
0.267253673501818,0,0
0.108672346044267,0,0
0.980930961453291,1,1
0.995036570105247,1,1
0.927924557644241,1,1
0.0198960597588404,0,0
0.0254618646828414,0,0
0.856234059289562,1,1
0.444929885644942,0,0
0.988824157384139,1,1
0.408291146950658,0,0
0.0699118612396224,0,0
0.272771998886369,0,0
0.0751368625666986,0,0
0.0698912616447991,0,0
0.0262863620337144,0,0
0.143269271046127,0,0
0.978081640396164,1,1
0.0510407985890261,0,0
0.68661128592227,1,0
0.903386061538099,1,1
0.507343204925373,1,0
0.897399083626325,1,1
0.972799154542371,1,1
0.991001254518792,1,1
0.441291730357835,0,0
0.0329634394450125,0,0
0.976466689312743,1,1
0.133722996676059,0,0
0.985933733764483,1,1
0.840478365824048,1,1
0.120129108546866,0,0
0.977785253696279,1,1
0.933021833767542,1,1
0.866886036238113,1,1
0.0332493035667507,0,0
0.426659003964755,0,0
0.993253883347835,1,1
0.973867338009151,1,1
0.89940607432254,1,1
0.255927370313761,0,0
0.309303143155918,0,0
0.908191983394058,1,1
0.980925316977538,1,1
0.250223060454323,0,0
0.895790552824618,1,1
0.0329260093117041,0,0
0.775763076644006,1,1
0.151060218536966,0,0
0.0925865442799675,0,0
0.966169627373856,1,1
0.567993605376232,1,0
0.969320764044145,1,1
0.925815471734369,1,1
0.996687744538195,1,1
0.0546905763043465,0,0
0.977588244707582,1,1
0.940849222555598,1,1
0.224827820538208,0,0
0.234821922139509,0,0
0.947352560440265,1,1
0.025241901229522,0,0
0.864367582258043,1,1
0.404867263506723,0,0
0.054142702325461,0,0
0.98827905930819,1,1
0.159462985805149,0,0
0.854639373242768,1,1
0.0898952991905682,0,0
0.97590572011342,1,1
0.647800046129012,1,0
0.361792140227053,0,0
0.238788147308109,0,0
0.0645905572298559,0,0
0.83559849353584,1,1
0.449699481679541,0,0
0.821870128702565,1,1
0.97262537939975,1,1
0.993297312523009,1,1
0.178865689306716,0,0
0.038655652137358,0,0
0.054142702325461,0,0
0.976088089679069,1,1
0.0880980400962934,0,0
0.0217886269848938,0,0
0.900996314345165,1,1
0.910228782885682,1,1
0.221894193918885,0,0
0.0552980137452709,0,0
0.13705253206622,0,0
0.0622334725173111,0,0
0.732919930127669,1,1
0.991781948200252,1,1
0.962402325868552,1,1
0.0533775688389168,0,0
0.0919934930491596,0,0
0.034226870012671,0,0
0.176299859176611,0,0
0.721394184452555,1,1
0.943171916694617,1,1
0.308671728900775,0,0
0.73808868718179,1,1
0.993027010217783,1,1
0.0574721073758549,0,0
0.928443988831013,1,1
0.099491041133788,0,0
0.22088042951928,0,0
0.188053495929842,0,0
0.0247537105233897,0,0
0.515333720070771,1,0
0.991781948200252,1,1
0.0473478041635331,0,0
0.977021047491867,1,1
0.363429030130807,0,0
0.500521420622693,1,0
0.711990590025602,1,1
0.181300968579794,0,0
0.9643606101989,1,1
0.0532981431524688,0,0
0.0351448317815457,0,0
0.0741026763517092,0,0
0.305265248105985,0,0
0.0533046949413691,0,0
0.395806204237295,0,0
0.650027262754063,1,0
0.976570335800895,1,1
0.969579791690354,1,1
0.978081640396164,1,1
0.94543182652072,1,1
0.773731561408481,1,1
0.900035588553409,1,1
0.251206340339758,0,0
0.972223212184781,1,1
0.99735927057835,1,1
0.722282292219023,1,1
0.285666839573108,0,0
0.192184022606125,0,0
0.0683466553756946,0,0
0.349004580320261,0,0
0.40582366666232,0,0
0.764662331728103,1,1
0.918122496616171,1,1
0.86204756841921,1,1
0.182197688948014,0,0
0.0143127705542376,0,0
0.112296684646637,0,0
0.175313888068497,0,0
0.380416975586953,0,0
0.70750990364012,1,1
0.734722528745817,1,1
0.827073164431649,1,1
0.663276534363205,1,0
0.950978831016204,1,1
0.9984199885841,1,1
0.584400903873315,1,0
0.323414506075825,0,0
0.0530012326240153,0,0
0.854639373242768,1,1
0.228170981661835,0,0
0.97967924096627,1,1
0.0622334725173111,0,0
0.0174220219320871,0,0
0.220262962499532,0,0
0.0597745192486156,0,0
0.994473692360552,1,1
0.992164125064385,1,1
0.592662846051092,1,0
0.421679155884737,0,0
0.939297751150885,1,1
0.649382148441576,1,0
0.699537815602736,1,0
0.962491860419361,1,1
0.567844026406989,1,0
0.975614616195518,1,1
0.679277893319743,1,0
0.102710490248319,0,0
0.956967310742045,1,1
0.0122250658812344,0,0
0.903317198047688,1,1
0.886642431107361,1,1
0.828475785211126,1,1
0.898332209694245,1,1
0.827073164431649,1,1
0.961817811300917,1,1
0.191920746291704,0,0
0.959274611604404,1,1
0.963320969002616,1,1
0.733036711793381,1,1
0.155449517405371,0,0
0.691672573563222,1,0
0.959103284010006,1,1
0.0093264665144162,0,0
0.118908213942291,0,0
0.433419941464878,0,0
0.815292220916505,1,1
0.0268871070872347,0,0
0.859399339655156,1,1
0.966615697225067,1,1
0.58293568059527,1,0
0.0312499949898115,0,0
0.887705776453608,1,1
0.819162751662383,1,1
0.0234551441639942,0,0
0.207973617963115,0,0
0.132418465936056,0,0
0.893686418279722,1,1
0.976097320445733,1,1
0.0283683385212354,0,0
0.58293568059527,1,0
0.184148462123169,0,0
0.0355920080726565,0,0
0.793378022363225,1,1
0.289194224905731,0,0
0.948555773455337,1,1
0.0466988123426374,0,0
0.0559952465910498,0,0
0.993170620257516,1,1
0.295413835594163,0,0
0.700894734810976,1,1
0.991930441804466,1,1
0.493288533388661,0,0
0.943105975356121,1,1
0.0570128639008168,0,0
0.937243217824262,1,1
0.969333904530255,1,1
0.939071344620978,1,1
0.925192776554164,1,1
0.188473998111164,0,0
0.319659920501349,0,0
0.933343405176375,1,1
0.287608010832573,0,0
0.963031511824858,1,1
0.839204209572315,1,1
0.779525695214325,1,1
0.169159905845342,0,0
0.0172903004375396,0,0
0.60994880413374,1,0
0.98721857908744,1,1
0.031313338688672,0,0
0.966596044982372,1,1
0.907606209380675,1,1
0.97499456871463,1,1
0.970680888147874,1,1
0.977226256090398,1,1
0.646075496389427,1,0
0.942567721619493,1,1
0.995703057382177,1,1
0.0662469358780289,0,0
0.0758056395010093,0,0
0.0470116690398039,0,0
0.997119826356484,1,1
0.946448303700589,1,1
0.963613650699663,1,1
0.889448836428628,1,1
0.74647984056826,1,1
0.95295892182892,1,1
0.897989878962956,1,1
0.967655386965059,1,1
0.96651263622468,1,1
0.0291090704266234,0,0
0.208607007322219,0,0
0.748290161883496,1,1
0.532253125844654,1,0
0.961029923382465,1,1
0.899010153765916,1,1
0.183164992106975,0,0
0.588908616231297,1,0
0.620705317654227,1,0
0.0266544344373109,0,0
0.967554586663385,1,1
0.977021047491867,1,1
0.312843748494368,0,0
0.919807180509746,1,1
0.829803976102718,1,1
0.590975168157258,1,0
0.685190942102369,1,0
0.0660798258335201,0,0
0.920937917184543,1,1
0.182178343327,0,0
0.917796434634546,1,1
0.91178525177318,1,1
0.996689965809134,1,1
0.201290117610752,0,0
0.026044270781868,0,0
0.0209168577077492,0,0
0.047349193923528,0,0
0.911896002041804,1,1
0.998480417582517,1,1
0.781573256061508,1,1
0.890928043065991,1,1
0.0139379616370761,0,0
0.805776116723184,1,1
0.671120469134444,1,0
0.961088559880809,1,1
0.973569591385072,1,1
0.88521398050092,1,1
0.111323976140786,0,0
0.854440265425823,1,1
0.95795329792156,1,1
0.8482405598208,1,1
0.850557464360246,1,1
0.863405703748126,1,1
0.973077525537347,1,1
0.0259255692878417,0,0
0.998192428616297,1,1
0.546871047484544,1,0
0.980317054404773,1,1
0.0244500110850336,0,0
0.459832191050783,0,0
0.0216467081790911,0,0
0.25400208426085,0,0
0.993455737845578,1,1
0.194373100006711,0,0
0.157961531986613,0,0
0.472505064724562,0,0
0.998675482051238,1,1
0.951268665991347,1,1
0.0559031985133211,0,0
0.767955423564877,1,1
0.8208760753117,1,1
0.998347325125505,1,1
0.0777837260034713,0,0
0.967374708349366,1,1
0.972702745138244,1,1
0.728059062698911,1,1
0.981769653854205,1,1
0.361876231962492,0,0
0.0535891592963344,0,0
0.0427306633132211,0,0
0.474124937341554,0,0
0.956128261426526,1,1
0.697682826695224,1,0
0.982926289119354,1,1
0.997856797632878,1,1
0.740492764266182,1,1
0.303534783969255,0,0
0.99615937364503,1,1
0.638045678165776,1,0
0.720093676275683,1,1
0.215913593142391,0,0
0.0830238724636805,0,0
0.326284942668912,0,0
0.887705776453608,1,1
0.985933733764483,1,1
0.983991788041003,1,1
0.972702745138244,1,1
0.972735584254088,1,1
0.0654253721411121,0,0
0.995953453896169,1,1
0.970020450727832,1,1
0.0383961632021965,0,0
0.968909675842542,1,1
0.834922646063966,1,1
0.94741667196883,1,1
0.49012322180605,0,0
0.99681114973153,1,1
0.0460032345141286,0,0
0.0290245346834987,0,0
0.289461569489275,0,0
0.152578058145583,0,0
0.919954176495355,1,1
0.0488987806569176,0,0
0.282350441899814,0,0
0.0620472580149597,0,0
0.0498754984147954,0,0
0.679199258234853,1,0
0.0359227393507085,0,0
0.0584837524981406,0,0
0.218525845979956,0,0
0.123256906543592,0,0
0.0527070841895259,0,0
0.855614462103339,1,1
0.0609970777848942,0,0
0.8361055270731,1,1
0.864296708331904,1,1
0.873462941946695,1,1
0.98938919878535,1,1
0.811770822894544,1,1
0.307283095595213,0,0
0.614197375637526,1,0
0.811206807241618,1,1
0.0330565461371264,0,0
0.959454995835783,1,1
0.96209146646763,1,1
0.916536572921707,1,1
0.997146903278379,1,1
0.855317962936872,1,1
0.206416550565394,0,0
0.462911509301152,0,0
0.993494415032188,1,1
0.98762451888071,1,1
0.103560153734902,0,0
0.951383374318862,1,1
0.323520774145378,0,0
0.246509846329983,0,0
0.0804439242689537,0,0
0.877031753997542,1,1
0.0375170639194495,0,0
0.338958261084637,0,0
0.974286845901856,1,1
0.864780565541542,1,1
0.856486268635362,1,1
0.115438592382345,0,0
0.0514706284275691,0,0
0.986237554173784,1,1
0.850666191761025,1,1
0.170917869933585,0,0
0.313902116256588,0,0
0.410268871573377,0,0
0.919368391475401,1,1
0.992072489627457,1,1
0.714239615224382,1,1
0.218525845979956,0,0
0.772978291781184,1,1
0.879147430356231,1,1
0.0725507659889589,0,0
0.978093838295157,1,1
0.891460611807716,1,1
0.947411126348942,1,1
0.0329634394450125,0,0
0.164377754907569,0,0
0.241660275372516,0,0
0.176881868084281,0,0
0.8811575099374,1,1
0.965998794300582,1,1
0.986577009582325,1,1
0.853856991783246,1,1
0.886369574443091,1,1
0.914069869772005,1,1
0.733036711793381,1,1
0.92393292273564,1,1
0.0902204509743845,0,0
0.152578058145583,0,0
0.0210158901981202,0,0
0.883254331171915,1,1
0.917796434634546,1,1
0.849185816524707,1,1
0.0216467081790911,0,0
0.601092928581618,1,0
0.623683153804101,1,0
0.0824417198350664,0,0
0.965164768947548,1,1
0.467826012301074,0,0
0.0582038978270695,0,0
0.12188413030428,0,0
0.163892673120079,0,0
0.584369368379871,1,0
0.0992801643369654,0,0
0.584225141236124,1,0
0.993941922780587,1,1
0.900907278936539,1,1
0.935066100944303,1,1
0.813131584286279,1,1
0.918883888947251,1,1
0.976631455612872,1,1
0.223950107039716,0,0
0.603334496025756,1,0
0.86120777447616,1,1
0.673586227103126,1,0
0.0176891856688071,0,0
0.666978869512455,1,0
0.233338694837596,0,0
0.985657773019749,1,1
0.884449560007737,1,1
0.218726545004842,0,0
0.8765321516026,1,1
0.350597877795148,0,0
0.181300968579794,0,0
0.995703612865266,1,1
0.961235684046932,1,1
0.805571258883527,1,1
0.0266544344373109,0,0
0.85680551497072,1,1
0.0781506694210232,0,0
0.98763458288541,1,1
0.994925782366443,1,1
0.221180703859938,0,0
0.895284791283966,1,1
0.921665205088973,1,1
0.181300968579794,0,0
0.994179589896297,1,1
0.968661972105282,1,1
0.997214024913348,1,1
0.9922220443021,1,1
0.995644454676793,1,1
0.992206967291323,1,1
0.922670456720439,1,1
0.0955186214079821,0,0
0.0363676154834399,0,0
0.012524458440105,0,0
0.544716658583535,1,0
0.742958082792798,1,1
0.0338066441476872,0,0
0.778992352979013,1,1
0.806062505193707,1,1
0.897927527469084,1,1
0.960767768438673,1,1
0.283714550735555,0,0
0.739685392170058,1,1
0.993433507369105,1,1
0.823954363997476,1,1
0.015579740181425,0,0
0.0449951224041254,0,0
0.481659659450741,0,0
0.0984558346719644,0,0
0.969367325552191,1,1
0.0223755655408301,0,0
0.60046824033496,1,0
0.955730755287962,1,1
0.959544542555425,1,1
0.632952220800233,1,0
0.20417574624392,0,0
0.637036217065417,1,0
0.97377557804704,1,1
0.994994705060843,1,1
0.0687688376314199,0,0
0.140034755197502,0,0
0.172127132048042,0,0
0.441545120898692,0,0
0.99909994538922,1,1
0.815469077745661,1,1
0.238793747737639,0,0
0.998316959442007,1,1
0.862875598602648,1,1
0.850936394791665,1,1
0.990148789023981,1,1
0.994986921909368,1,1
0.944766419985731,1,1
0.99294530385816,1,1
0.973163802559302,1,1
0.221498624084764,0,0
0.775941793896578,1,1
0.0908526296619296,0,0
0.161213954226977,0,0
0.67346647792236,1,0
0.816828821440666,1,1
0.524322985097653,1,0
0.937893048707967,1,1
0.0841809722202365,0,0
0.521432762496491,1,0
0.0969533001437347,0,0
0.994855969337597,1,1
0.341138589550923,0,0
0.0710988451813941,0,0
0.0890146390086899,0,0
0.841019448130165,1,1
0.967908767739766,1,1
0.214587485171026,0,0
0.0639472253864759,0,0
0.0546938791260881,0,0
0.589996300936046,1,0
0.0484979523860334,0,0
0.210245091913151,0,0
0.0532981431524688,0,0
0.902820494017072,1,1
0.141973871568221,0,0
0.867220002187251,1,1
0.566033863547019,1,0
0.358345865352676,0,0
0.919392263862857,1,1
0.936977657032486,1,1
0.980639417954081,1,1
0.99294530385816,1,1
0.14679682788927,0,0
0.893686418279722,1,1
0.691724638863163,1,0
0.347424415025834,0,0
0.0244500110850336,0,0
0.962497968355286,1,1
0.608876521726665,1,0
0.648016785367461,1,0
0.152578058145583,0,0
0.986629205743597,1,1
0.994517412707215,1,1
0.599844406184843,1,0
0.922151416378715,1,1
0.0683466553756946,0,0
0.861104277723839,1,1
0.0213975854847694,0,0
0.0558412243258583,0,0
0.883082403116617,1,1
0.038655652137358,0,0
0.971580512949403,1,1
0.986366104240729,1,1
0.122536870040205,0,0
0.530418023851531,1,0
0.705731632182868,1,1
0.0752501608621823,0,0
0.190896377468906,0,0
0.875036622180706,1,1
0.917314440991709,1,1
0.970140260894427,1,1
0.981085912880295,1,1
0.19379458990518,0,0
0.190896377468906,0,0
0.630525097594595,1,0
0.68312820107453,1,0
0.038655652137358,0,0
0.225021335843063,0,0
0.376636573489482,0,0
0.981837844707489,1,1
0.0166096307659278,0,0
0.934458010604897,1,1
0.279742160907897,0,0
0.775522604924688,1,1
0.857254462315076,1,1
0.955816215357906,1,1
0.633225124792857,1,0
0.262176199948241,0,0
0.878704996865561,1,1
0.998091169989873,1,1
0.269780195579126,0,0
0.992164125064385,1,1
0.0260259588759382,0,0
0.961970204579777,1,1
0.958688890293966,1,1
0.994502835856392,1,1
0.96209146646763,1,1
0.887705776453608,1,1
0.0255485855777265,0,0
0.0645905572298559,0,0
0.922141181742465,1,1
0.158560724818915,0,0
0.52379610520911,1,0
0.206192399375687,0,0
0.93827512680764,1,1
0.0544816711142786,0,0
0.691584572931249,1,0
0.570902664973491,1,0
0.993643762789137,1,1
0.765708851047904,1,1
0.957723224354913,1,1
0.759735760764336,1,1
0.78455459127952,1,1
0.0276891724499422,0,0
0.0309807692664262,0,0
0.599875571482111,1,0
0.0244423349790057,0,0
0.0687441155136226,0,0
0.886884606487482,1,1
0.997942441243139,1,1
0.0578784925850333,0,0
0.052145324849923,0,0
0.321557401851362,0,0
0.0436112676363725,0,0
0.792062972949622,1,1
0.696559814369332,1,0
0.0260587488307212,0,0
0.971781777753985,1,1
0.0880436592904107,0,0
0.0152453127883511,0,0
0.0260449878281323,0,0
0.298236713454195,0,0
0.341888771003897,0,0
0.0375190127074642,0,0
0.0274725299287471,0,0
0.83588590745659,1,1
0.993788709721596,1,1
0.0265821594131501,0,0
0.889192588494007,1,1
0.8811575099374,1,1
0.0210158901981202,0,0
0.32331016144286,0,0
0.278827038428352,0,0
0.581061232948496,1,0
0.716704680458251,1,1
0.060892393812313,0,0
0.860287529549674,1,1
0.78715597875604,1,1
0.964680624067304,1,1
0.13648563190084,0,0
0.262176199948241,0,0
0.951940740825303,1,1
0.99607217498584,1,1
0.9973932892481,1,1
0.975866654121152,1,1
0.241065532082295,0,0
0.462911509301152,0,0
0.966920233843852,1,1
0.0532981431524688,0,0
0.94500476467076,1,1
0.675648782489607,1,0
0.593462166072122,1,0
0.986674230888367,1,1
0.562164438493845,1,0
0.656229432289938,1,0
0.273442490103104,0,0
0.465603304701666,0,0
0.529582949691387,1,0
0.958633735646006,1,1
0.970671869634654,1,1
0.0257854811290343,0,0
0.708831263576933,1,1
0.933343405176375,1,1
0.490471027518439,0,0
0.891460611807716,1,1
0.994735796092965,1,1
0.465603304701666,0,0
0.265231620186984,0,0
0.631303944889806,1,0
0.0617155117360882,0,0
0.909861181816078,1,1
0.352689213408019,0,0
0.642123613321165,1,0
0.9973932892481,1,1
0.9692315893328,1,1
0.998130330706366,1,1
0.0740948951970568,0,0
0.186275310930651,0,0
0.824096259444582,1,1
0.796675383852535,1,1
0.00954341122834524,0,0
0.167828529650007,0,0
0.0332493035667507,0,0
0.22904176456769,0,0
0.00993754235163799,0,0
0.713930444461421,1,1
0.997957737700691,1,1
0.0122263880949531,0,0
0.967988814251603,1,1
0.0918126823430272,0,0
0.845105621477996,1,1
0.384959091586779,0,0
0.0336107884702646,0,0
0.138419924966214,0,0
0.99640193599138,1,1
0.863405703748126,1,1
0.980333930835393,1,1
0.623683153804101,1,0
0.880664233662279,1,1
0.0316729017517769,0,0
0.693938656467187,1,0
0.98639077636298,1,1
0.740244378716497,1,1
0.919291914614137,1,1
0.864046450724079,1,1
0.561875243804422,1,0
0.994073193160841,1,1
0.0367246716410877,0,0
0.993104188813439,1,1
0.801969914703173,1,1
0.0185601867404604,0,0
0.845263880998688,1,1
0.125143858272015,0,0
0.342854531623272,0,0
0.418996729522702,0,0
0.0466988123426374,0,0
0.626159501094575,1,0
0.961235684046932,1,1
0.995952155663508,1,1
0.736240592602677,1,1
0.877832363243168,1,1
0.71684282385412,1,1
0.997922898537976,1,1
0.119902685062576,0,0
0.837223941896861,1,1
0.0710988451813941,0,0
0.972419113203018,1,1
0.515637356987551,1,0
0.106430701708912,0,0
0.621455810501079,1,0
0.98721857908744,1,1
0.989733783481352,1,1
0.907891240648544,1,1
0.841987106604493,1,1
0.988809001775785,1,1
0.0660798258335201,0,0
0.303534783969255,0,0
0.052145324849923,0,0
0.229211672997847,0,0
0.925815471734369,1,1
0.714281375266482,1,1
0.36249654764337,0,0
0.859739032567133,1,1
0.532446867434236,1,0
0.989713625240206,1,1
0.284206762886912,0,0
0.232284912426689,0,0
0.839045610870437,1,1
0.477734234359897,0,0
0.916660580560321,1,1
0.772068855425723,1,1
0.860644788976079,1,1
0.978453859358376,1,1
0.950181211151175,1,1
0.985259837746681,1,1
0.0257854811290343,0,0
0.528329315494748,1,0
0.815469077745661,1,1
0.283714550735555,0,0
0.477804524552303,0,0
0.992249569320957,1,1
0.253719019288734,0,0
0.176756800124297,0,0
0.69408725511437,1,0
0.852134752464136,1,1
0.340310784688888,0,0
0.593797486951389,1,0
0.992426066948855,1,1
0.72846941371059,1,1
0.0415564850053946,0,0
0.856413266417264,1,1
0.308924347587604,0,0
0.997611200693469,1,1
0.0597745192486156,0,0
0.972799154542371,1,1
0.811770822894544,1,1
0.633225124792857,1,0
0.963032203615927,1,1
0.524405745460377,1,0
0.0546298686395998,0,0
0.0581933319521342,0,0
0.0540977666688425,0,0
0.633667190031989,1,0
0.783619946093391,1,1
0.887588608587662,1,1
0.978374227844133,1,1
0.06136758827839,0,0
0.848315706999514,1,1
0.10625336559848,0,0
0.447022719286108,0,0
0.341109182746817,0,0
0.0479015666069327,0,0
0.113784676814654,0,0
0.855638521278917,1,1
0.0268674852821792,0,0
0.416028634011686,0,0
0.555343946071706,1,0
0.870393283344397,1,1
0.0660798258335201,0,0
0.906923842394907,1,1
0.0587425704041961,0,0
0.214785561259242,0,0
0.0544816711142786,0,0
0.0337430092871489,0,0
0.379758896064721,0,0
0.719994233163312,1,1
0.290403054932792,0,0
0.151315909632878,0,0
0.783176268082585,1,1
0.984266932970489,1,1
0.691583588480086,1,0
0.963031511824858,1,1
0.0214220749735255,0,0
0.182178343327,0,0
0.640021560476957,1,0
0.897507206687938,1,1
0.0975116135850521,0,0
0.993450107791257,1,1
0.957659950889673,1,1
0.0363846453883221,0,0
0.0546298686395998,0,0
0.211593830970858,0,0
0.621455810501079,1,0
0.882359147896006,1,1
0.0105028737135672,0,0
0.976617067102564,1,1
0.509509044511345,1,0
0.0498754984147954,0,0
0.917314440991709,1,1
0.11872209865506,0,0
0.882237141420271,1,1
0.758379428477724,1,1
0.592662846051092,1,0
0.770493475618856,1,1
0.236051323776261,0,0
0.938417063614601,1,1
0.801969914703173,1,1
0.965519154336256,1,1
0.944508078266488,1,1
0.998432185189336,1,1
0.934523644932297,1,1
0.954788937721119,1,1
0.060892393812313,0,0
0.93543949274953,1,1
0.995769862775423,1,1
0.973569591385072,1,1
0.333845439529988,0,0
0.983862317031933,1,1
0.699847125510339,1,0
0.987214514464808,1,1
0.934066289337872,1,1
0.916210325711462,1,1
0.0873855864811285,0,0
0.763947558985893,1,1
0.0439712639498192,0,0
0.925005267775466,1,1
0.765708851047904,1,1
0.043198898900015,0,0
0.573083949752176,1,0
0.973176209567933,1,1
0.946453428880854,1,1
0.997191688201538,1,1
0.671208384652404,1,0
0.901486949716216,1,1
0.0654972452070223,0,0
0.514803795740352,1,0
0.0139379616370761,0,0
0.997807455245748,1,1
0.0426826319709916,0,0
0.0266209154138108,0,0
0.388538084374512,0,0
